id	name	gram	desc
GCA_000203835.1_ASM20383v1_genomic.fna.gz	Streptomyces coelicolor A3(2)	pos	Streptomyces coelicolor is a soil-dwelling filamentous bacterium responsible for producing more than half of the known natural antibiotics. S. coelicolor A3(2) is genetically the best known representative of the Streptomyces genus.
GCA_000024905.1_ASM2490v1_genomic.fna.gz	Thermanaerovibrio acidaminovorans DSM 6589	neg	Thermanaerovibrio acidaminovorans is able to ferment amino acids and carbohydrates. T. acidaminovorans DSM 6589 is the type strain and of phylogenetic interest because of the very isolated location of the novel phylum Synergistetes.
GCA_000020985.1_ASM2098v1_genomic.fna.gz	Thermodesulfovibrio yellowstonii DSM 11347	neg	Thermodesulfovibrio yellowstonii is a thermophilic sulfate-reducing bacterium isolated from a thermal vent water in Yellowstone LakeUSA. It has the ability to use sulfatethiosulfateand sulfite as terminal electron acceptors. T. yellowstonii DSM 11347 is the type strain.
GCA_000011345.1_ASM1134v1_genomic.fna.gz	Thermosynechococcus elongatus BP-1	neg	Thermosynechococcus elongatus is a thermophilic cyanobacterium. This organism is readily transformable making it useful for molecular analyses. T. elongatus BP-1 was originally isolated from a hot spring in Japan.
GCA_000008545.1_ASM854v1_genomic.fna.gz	Thermotoga maritima MSB8	neg	Thermotoga maritima is a hyperthermophile with an optimum growth temperature of 80 0C. The type strain T. maritima MSB8 was isolated from geothermal heated marine sediment at VulcanoItaly.
GCA_000091545.1_ASM9154v1_genomic.fna.gz	Thermus thermophilus HB8	neg	Thermus thermophilus is an extremely thermophilic bacteriumwhich grows optimally between 65 and 72 C. The type strain T. thermophilus HB8 was isolated from a hot spring in Japan and is one of the model organisms for systems biology studies.
GCA_000008185.1_ASM818v1_genomic.fna.gz	Treponema denticola ATCC 35405	neg	Treponema denticola is an important periodontal pathogen. Treponema denticola ATCC 35405 was isolated from a human periodontal pocket and is the type strain of this organism
GCA_000006745.1_ASM674v1_genomic.fna.gz	Vibrio cholerae O1 biovar El Tor str. N16961	neg	Vibrio cholerae is the causative agent of cholera. The virulent strain V. cholerae O1 biovar El Tor str. N16961 was isolated from the stool of a cholera patient in Bangladesh in 1971 and has been widely used in biological studies.
GCA_000011805.1_ASM1180v1_genomic.fna.gz	Aliivibrio fischeri ES114	neg	Vibrio fischeri is a non-pathogenic bacterium primarily found in marine environments. V. fischeri is closely related to the pathogenic Vibrio cholera and symbiotically associated with squid and fish. V. fischeri is a model organism for studying the mutualistic association between microbes and animals.
GCA_000196095.1_ASM19609v1_genomic.fna.gz	Vibrio parahaemolyticus RIMD 2210633	neg	Vibrio parahaemolyticus is a worldwide cause of food-borne gastroenteritis; a pathogenic mechanism distinct from that of V cholerae.
GCA_000007145.1_ASM714v1_genomic.fna.gz	Xanthomonas campestris pv. campestris str. ATCC 33913	neg	Xanthomonas campestris is a major cause of black rot in crucifersa disease that results in massive tissue degeneration. The type strain was isolated from cabbage in the UK.
GCA_000009345.1_ASM934v1_genomic.fna.gz	Yersinia enterocolitica subsp. enterocolitica 8081	neg	Y. enterocolitica 8081 was originally isolated from a patient suffering from septicemia. It is highly pathogenic in the murine yersiniosis infection modeland has been widely studied.
GCA_000009065.1_ASM906v1_genomic.fna.gz	Yersinia pestis CO92	neg	Y. pestis strain CO92 is a clinical isolate from ColoradoUSA. Due to its full virulenceY. pestis strain CO92 has been widely used in biomedical research and biological warfare.
