# gapseq version: 1.5.0 2477543b
# Transporter sequence DB md5sum: b99a77e (2024-11-09)
# genome_format=prot
id	tc	sub	sub_gapseq	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72L52|3.A.1.1.25	45.1	1.08e-77	241	76.1	NP_415644.1 spermidine preferential ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	18	299	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72L52|3.A.1.1.25	39	9.87e-71	222	91	NP_415958.1 putative ABC transporter ATP-binding protein YdcT [Escherichia coli str. K-12 substr. MG1655]	5	321	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72L52|3.A.1.1.25	39	9.87e-71	222	91	NP_415958.1 putative ABC transporter ATP-binding protein YdcT [Escherichia coli str. K-12 substr. MG1655]	5	321	transporter
gnl|TC-DB|Q72H66|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72H66|3.A.1.1.25	36	1.96e-46	154	98.6	NP_415828.1 putative ABC transporter membrane subunit YcjP [Escherichia coli str. K-12 substr. MG1655]	5	280	transporter
gnl|TC-DB|Q72H66|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72H66|3.A.1.1.25	36	1.96e-46	154	98.6	NP_415828.1 putative ABC transporter membrane subunit YcjP [Escherichia coli str. K-12 substr. MG1655]	5	280	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72H67|3.A.1.1.25	32.9	2.47e-43	147	96.9	NP_415827.1 putative ABC transporter membrane subunit YcjO [Escherichia coli str. K-12 substr. MG1655]	14	293	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72H67|3.A.1.1.25	32.9	2.47e-43	147	96.9	NP_415827.1 putative ABC transporter membrane subunit YcjO [Escherichia coli str. K-12 substr. MG1655]	14	293	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72H67|3.A.1.1.25	28.1	2.78e-26	102	97.6	NP_417909.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA [Escherichia coli str. K-12 substr. MG1655]	9	291	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72H67|3.A.1.1.25	28.1	2.78e-26	102	97.6	NP_417909.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA [Escherichia coli str. K-12 substr. MG1655]	9	291	transporter
gnl|TC-DB|Q72H66|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72H66|3.A.1.1.25	28.6	1.21e-23	94.4	88.9	NP_417908.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE [Escherichia coli str. K-12 substr. MG1655]	24	276	transporter
gnl|TC-DB|Q72H66|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72H66|3.A.1.1.25	28.6	1.21e-23	94.4	88.9	NP_417908.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE [Escherichia coli str. K-12 substr. MG1655]	24	276	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72H67|3.A.1.1.25	26.6	1.85e-21	90.9	79.7	NP_418457.1 maltose ABC transporter membrane subunit MalF [Escherichia coli str. K-12 substr. MG1655]	260	507	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72H67|3.A.1.1.25	26.6	1.85e-21	90.9	79.7	NP_418457.1 maltose ABC transporter membrane subunit MalF [Escherichia coli str. K-12 substr. MG1655]	260	507	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72H67|3.A.1.1.25	26.4	6.14e-15	70.5	94.2	YP_026168.2 sulfate/thiosulfate ABC transporter inner membrane subunit CysW [Escherichia coli str. K-12 substr. MG1655]	20	270	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72H67|3.A.1.1.25	26.4	6.14e-15	70.5	94.2	YP_026168.2 sulfate/thiosulfate ABC transporter inner membrane subunit CysW [Escherichia coli str. K-12 substr. MG1655]	20	270	transporter
gnl|TC-DB|Q72H66|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72H66|3.A.1.1.25	29.5	2.24e-11	59.7	86.1	NP_415960.1 putative ABC transporter membrane subunit YdcV [Escherichia coli str. K-12 substr. MG1655]	18	251	transporter
gnl|TC-DB|Q72H66|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72H66|3.A.1.1.25	29.5	2.24e-11	59.7	86.1	NP_415960.1 putative ABC transporter membrane subunit YdcV [Escherichia coli str. K-12 substr. MG1655]	18	251	transporter
gnl|TC-DB|Q72H66|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72H66|3.A.1.1.25	28.2	4.46e-11	58.9	79.3	NP_415643.3 spermidine preferential ABC transporter membrane subunit PotB [Escherichia coli str. K-12 substr. MG1655]	30	263	transporter
gnl|TC-DB|Q72H66|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72H66|3.A.1.1.25	28.2	4.46e-11	58.9	79.3	NP_415643.3 spermidine preferential ABC transporter membrane subunit PotB [Escherichia coli str. K-12 substr. MG1655]	30	263	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72H67|3.A.1.1.25	27.2	5.5e-10	55.8	78	NP_416919.1 sulfate/thiosulfate ABC transporter inner membrane subunit CysU [Escherichia coli str. K-12 substr. MG1655]	46	261	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72H67|3.A.1.1.25	27.2	5.5e-10	55.8	78	NP_416919.1 sulfate/thiosulfate ABC transporter inner membrane subunit CysU [Escherichia coli str. K-12 substr. MG1655]	46	261	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	sucrose	Sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72H67|3.A.1.1.25	23.5	7.32e-10	55.5	79.4	NP_415643.3 spermidine preferential ABC transporter membrane subunit PotB [Escherichia coli str. K-12 substr. MG1655]	40	263	transporter
gnl|TC-DB|Q72H67|3.A.1.1.25	3.A.1.1.25	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72H67|3.A.1.1.25	23.5	7.32e-10	55.5	79.4	NP_415643.3 spermidine preferential ABC transporter membrane subunit PotB [Escherichia coli str. K-12 substr. MG1655]	40	263	transporter
gnl|TC-DB|P94360|3.A.1.1.26	3.A.1.1.26	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|P94360|3.A.1.1.26	48.5	7.24e-112	327	99.7	NP_417907.2 sn-glycerol 3-phosphate ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	356	transporter
gnl|TC-DB|P94360|3.A.1.1.26	3.A.1.1.26	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|P94360|3.A.1.1.26	44.9	5.66e-99	295	97.5	NP_418459.1 maltose ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	355	transporter
gnl|TC-DB|P94360|3.A.1.1.26	3.A.1.1.26	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|P94360|3.A.1.1.26	40.1	1.89e-75	235	88.8	NP_415644.1 spermidine preferential ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	18	348	transporter
gnl|TC-DB|P94360|3.A.1.1.26	3.A.1.1.26	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|P94360|3.A.1.1.26	45.2	7.82e-71	223	78.1	NP_415376.4 putrescine ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	20	302	transporter
gnl|TC-DB|P94360|3.A.1.1.26	3.A.1.1.26	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|P94360|3.A.1.1.26	38.7	8.46e-69	217	86.3	NP_414796.2 ABC transporter ATP-binding protein AfuC [Escherichia coli str. K-12 substr. MG1655]	22	321	transporter
gnl|TC-DB|O06989|3.A.1.1.26	3.A.1.1.26	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|O06989|3.A.1.1.26	30.2	7.22e-40	144	89	NP_418458.1 maltose ABC transporter periplasmic binding protein [Escherichia coli str. K-12 substr. MG1655]	30	390	transporter
gnl|TC-DB|O06991|3.A.1.1.26	3.A.1.1.26	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|O06991|3.A.1.1.26	34	2.66e-38	133	95.3	NP_418456.1 maltose ABC transporter membrane subunit MalG [Escherichia coli str. K-12 substr. MG1655]	16	296	transporter
gnl|TC-DB|O06991|3.A.1.1.26	3.A.1.1.26	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|O06991|3.A.1.1.26	29.5	1.14e-35	126	99.3	NP_415828.1 putative ABC transporter membrane subunit YcjP [Escherichia coli str. K-12 substr. MG1655]	2	280	transporter
gnl|TC-DB|P94360|3.A.1.1.26	3.A.1.1.26	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|P94360|3.A.1.1.26	25.1	4.76e-20	88.2	79.5	YP_026286.1 galactofuranose ABC transporter putative ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	10	319	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8DT25|3.A.1.1.27	49.2	6.29e-111	325	99.7	NP_417907.2 sn-glycerol 3-phosphate ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	356	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	Maltotetraose	Maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q8DT25|3.A.1.1.27	49.2	6.29e-111	325	99.7	NP_417907.2 sn-glycerol 3-phosphate ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	356	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8DT25|3.A.1.1.27	50.6	3.79e-108	319	89.4	NP_418459.1 maltose ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	322	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	Maltotetraose	Maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q8DT25|3.A.1.1.27	50.6	3.79e-108	319	89.4	NP_418459.1 maltose ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	322	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8DT25|3.A.1.1.27	44.3	1.48e-71	225	75.6	NP_415644.1 spermidine preferential ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	33	304	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	Maltotetraose	Maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q8DT25|3.A.1.1.27	44.3	1.48e-71	225	75.6	NP_415644.1 spermidine preferential ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	33	304	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8DT25|3.A.1.1.27	38.6	3.76e-67	213	85.4	NP_414796.2 ABC transporter ATP-binding protein AfuC [Escherichia coli str. K-12 substr. MG1655]	7	316	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	Maltotetraose	Maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q8DT25|3.A.1.1.27	38.6	3.76e-67	213	85.4	NP_414796.2 ABC transporter ATP-binding protein AfuC [Escherichia coli str. K-12 substr. MG1655]	7	316	transporter
gnl|TC-DB|Q8DT26|3.A.1.1.27	3.A.1.1.27	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8DT26|3.A.1.1.27	31.5	7.97e-41	139	98.9	NP_415828.1 putative ABC transporter membrane subunit YcjP [Escherichia coli str. K-12 substr. MG1655]	5	279	transporter
gnl|TC-DB|Q8DT26|3.A.1.1.27	3.A.1.1.27	Maltotetraose	Maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q8DT26|3.A.1.1.27	31.5	7.97e-41	139	98.9	NP_415828.1 putative ABC transporter membrane subunit YcjP [Escherichia coli str. K-12 substr. MG1655]	5	279	transporter
gnl|TC-DB|Q8DT26|3.A.1.1.27	3.A.1.1.27	maltose	Maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8DT26|3.A.1.1.27	32.5	5.11e-32	117	94.6	NP_418456.1 maltose ABC transporter membrane subunit MalG [Escherichia coli str. K-12 substr. MG1655]	18	295	transporter
gnl|TC-DB|Q8DT26|3.A.1.1.27	3.A.1.1.27	Maltotetraose	Maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q8DT26|3.A.1.1.27	32.5	5.11e-32	117	94.6	NP_418456.1 maltose ABC transporter membrane subunit MalG [Escherichia coli str. K-12 substr. MG1655]	18	295	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00752|3.A.1.1.28	46.3	3.17e-103	306	98.7	NP_417907.2 sn-glycerol 3-phosphate ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	352	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00752|3.A.1.1.28	46.3	3.17e-103	306	98.7	NP_417907.2 sn-glycerol 3-phosphate ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	352	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00752|3.A.1.1.28	51.1	5.31e-100	298	83.3	NP_418459.1 maltose ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	20	320	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00752|3.A.1.1.28	51.1	5.31e-100	298	83.3	NP_418459.1 maltose ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	20	320	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00752|3.A.1.1.28	35.2	4.08e-46	159	80.9	NP_417163.1 glycine betaine ABC transporter ATP binding subunit ProV [Escherichia coli str. K-12 substr. MG1655]	44	360	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00752|3.A.1.1.28	35.2	4.08e-46	159	80.9	NP_417163.1 glycine betaine ABC transporter ATP binding subunit ProV [Escherichia coli str. K-12 substr. MG1655]	44	360	transporter
gnl|TC-DB|Q00750|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00750|3.A.1.1.28	24.1	1.01e-25	100	96.6	NP_417909.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA [Escherichia coli str. K-12 substr. MG1655]	5	286	transporter
gnl|TC-DB|Q00750|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00750|3.A.1.1.28	24.1	1.01e-25	100	96.6	NP_417909.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA [Escherichia coli str. K-12 substr. MG1655]	5	286	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00752|3.A.1.1.28	23.6	4.11e-20	88.6	75.9	YP_026286.1 galactofuranose ABC transporter putative ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	24	319	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00752|3.A.1.1.28	23.6	4.11e-20	88.6	75.9	YP_026286.1 galactofuranose ABC transporter putative ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	24	319	transporter
gnl|TC-DB|Q00750|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00750|3.A.1.1.28	26.3	3.08e-19	84.3	81.7	NP_418457.1 maltose ABC transporter membrane subunit MalF [Escherichia coli str. K-12 substr. MG1655]	260	514	transporter
gnl|TC-DB|Q00750|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00750|3.A.1.1.28	26.3	3.08e-19	84.3	81.7	NP_418457.1 maltose ABC transporter membrane subunit MalF [Escherichia coli str. K-12 substr. MG1655]	260	514	transporter
gnl|TC-DB|Q00750|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00750|3.A.1.1.28	29	1.06e-19	84	80.3	NP_415827.1 putative ABC transporter membrane subunit YcjO [Escherichia coli str. K-12 substr. MG1655]	54	285	transporter
gnl|TC-DB|Q00750|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00750|3.A.1.1.28	29	1.06e-19	84	80.3	NP_415827.1 putative ABC transporter membrane subunit YcjO [Escherichia coli str. K-12 substr. MG1655]	54	285	transporter
gnl|TC-DB|Q00751|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00751|3.A.1.1.28	25.1	6.24e-15	70.1	92.8	NP_415828.1 putative ABC transporter membrane subunit YcjP [Escherichia coli str. K-12 substr. MG1655]	22	279	transporter
gnl|TC-DB|Q00751|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00751|3.A.1.1.28	25.1	6.24e-15	70.1	92.8	NP_415828.1 putative ABC transporter membrane subunit YcjP [Escherichia coli str. K-12 substr. MG1655]	22	279	transporter
gnl|TC-DB|Q00751|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00751|3.A.1.1.28	25	5.31e-13	64.7	99.3	NP_418456.1 maltose ABC transporter membrane subunit MalG [Escherichia coli str. K-12 substr. MG1655]	7	295	transporter
gnl|TC-DB|Q00751|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00751|3.A.1.1.28	25	5.31e-13	64.7	99.3	NP_418456.1 maltose ABC transporter membrane subunit MalG [Escherichia coli str. K-12 substr. MG1655]	7	295	transporter
gnl|TC-DB|Q00749|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00749|3.A.1.1.28	26.8	1.28e-11	62.8	76.4	NP_415826.1 putative ABC transporter periplasmic binding protein YcjN [Escherichia coli str. K-12 substr. MG1655]	8	325	transporter
gnl|TC-DB|Q00749|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00749|3.A.1.1.28	26.8	1.28e-11	62.8	76.4	NP_415826.1 putative ABC transporter periplasmic binding protein YcjN [Escherichia coli str. K-12 substr. MG1655]	8	325	transporter
gnl|TC-DB|Q00751|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00751|3.A.1.1.28	23.8	2.73e-10	56.6	95.3	NP_417908.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE [Escherichia coli str. K-12 substr. MG1655]	11	279	transporter
gnl|TC-DB|Q00751|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00751|3.A.1.1.28	23.8	2.73e-10	56.6	95.3	NP_417908.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE [Escherichia coli str. K-12 substr. MG1655]	11	279	transporter
gnl|TC-DB|Q00751|3.A.1.1.28	3.A.1.1.28	raffinose	Melitose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00751|3.A.1.1.28	24.8	1.53e-05	42.4	91.3	NP_415827.1 putative ABC transporter membrane subunit YcjO [Escherichia coli str. K-12 substr. MG1655]	22	287	transporter
gnl|TC-DB|Q00751|3.A.1.1.28	3.A.1.1.28	Stachyose	Stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00751|3.A.1.1.28	24.8	1.53e-05	42.4	91.3	NP_415827.1 putative ABC transporter membrane subunit YcjO [Escherichia coli str. K-12 substr. MG1655]	22	287	transporter
gnl|TC-DB|P0AG80|3.A.1.1.3	3.A.1.1.3	Phosphate	Phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|P0AG80|3.A.1.1.3	100	0	893	100	NP_417910.1 sn-glycerol 3-phosphate ABC transporter periplasmic binding protein [Escherichia coli str. K-12 substr. MG1655]	1	438	transporter
gnl|TC-DB|P0AG80|3.A.1.1.3	3.A.1.1.3	Glycerol-3-phosphate	Glycerol-3-phosphate	EX_cpd00080_e0	rxn05158,rxn08641	gnl|TC-DB|P0AG80|3.A.1.1.3	100	0	893	100	NP_417910.1 sn-glycerol 3-phosphate ABC transporter periplasmic binding protein [Escherichia coli str. K-12 substr. MG1655]	1	438	transporter
gnl|TC-DB|P0AG80|3.A.1.1.3	3.A.1.1.3	Glycerol	Glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|P0AG80|3.A.1.1.3	100	0	893	100	NP_417910.1 sn-glycerol 3-phosphate ABC transporter periplasmic binding protein [Escherichia coli str. K-12 substr. MG1655]	1	438	transporter
gnl|TC-DB|P10907|3.A.1.1.3	3.A.1.1.3	Phosphate	Phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|P10907|3.A.1.1.3	100	1.67e-259	701	100	NP_417907.2 sn-glycerol 3-phosphate ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	356	transporter
gnl|TC-DB|P10907|3.A.1.1.3	3.A.1.1.3	Glycerol-3-phosphate	Glycerol-3-phosphate	EX_cpd00080_e0	rxn05158,rxn08641	gnl|TC-DB|P10907|3.A.1.1.3	100	1.67e-259	701	100	NP_417907.2 sn-glycerol 3-phosphate ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	356	transporter
gnl|TC-DB|P10907|3.A.1.1.3	3.A.1.1.3	Glycerol	Glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|P10907|3.A.1.1.3	100	1.67e-259	701	100	NP_417907.2 sn-glycerol 3-phosphate ABC transporter ATP binding subunit [Escherichia coli str. K-12 substr. MG1655]	1	356	transporter
gnl|TC-DB|P10905|3.A.1.1.3	3.A.1.1.3	Phosphate	Phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|P10905|3.A.1.1.3	100	1.14e-208	567	100	NP_417909.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA [Escherichia coli str. K-12 substr. MG1655]	1	295	transporter
gnl|TC-DB|P10905|3.A.1.1.3	3.A.1.1.3	Glycerol-3-phosphate	Glycerol-3-phosphate	EX_cpd00080_e0	rxn05158,rxn08641	gnl|TC-DB|P10905|3.A.1.1.3	100	1.14e-208	567	100	NP_417909.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA [Escherichia coli str. K-12 substr. MG1655]	1	295	transporter
gnl|TC-DB|P10905|3.A.1.1.3	3.A.1.1.3	Glycerol	Glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|P10905|3.A.1.1.3	100	1.14e-208	567	100	NP_417909.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA [Escherichia coli str. K-12 substr. MG1655]	1	295	transporter
gnl|TC-DB|P10906|3.A.1.1.3	3.A.1.1.3	Phosphate	Phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|P10906|3.A.1.1.3	100	3.65e-198	540	100	NP_417908.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE [Escherichia coli str. K-12 substr. MG1655]	1	281	transporter
gnl|TC-DB|P10906|3.A.1.1.3	3.A.1.1.3	Glycerol-3-phosphate	Glycerol-3-phosphate	EX_cpd00080_e0	rxn05158,rxn08641	gnl|TC-DB|P10906|3.A.1.1.3	100	3.65e-198	540	100	NP_417908.1 sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE [Escherichia coli str. K-12 substr. MG1655]	1	281	transporter
