# gapseq version: 2.1.0 0779b300
# Transporter sequence DB md5sum: b99a77e (2024-08-26)
# genome_format=prot
id	tc	sub	sub_gapseq	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q1DDM9|2.A.6.1.7	2.A.6.1.7	Zinc	Zn2+	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q1DDM9|2.A.6.1.7	25.6	6.83e-61	223	96.1	MYb71_2_60 # 60299 # 63406 # -1 # ID=2_60;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527	16	1007	transporter
gnl|TC-DB|Q1DDM9|2.A.6.1.7	2.A.6.1.7	Zinc	Zn2+	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q1DDM9|2.A.6.1.7	24.2	8.38e-53	198	94.9	MYb71_1_1953 # 2012734 # 2015829 # -1 # ID=1_1953;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.561	29	1004	transporter
gnl|TC-DB|Q1DDM7|2.A.6.1.7	2.A.6.1.7	Zinc	Zn2+	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q1DDM7|2.A.6.1.7	27.3	1.53e-09	56.6	75.5	MYb71_2_335 # 335114 # 336508 # 1 # ID=2_335;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.593	129	458	transporter
gnl|TC-DB|Q1DDM4|2.A.6.1.8	2.A.6.1.8	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|Q1DDM4|2.A.6.1.8	23.9	2.08e-71	255	98.4	MYb71_1_278 # 306225 # 309356 # 1 # ID=1_278;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552	7	1025	transporter
gnl|TC-DB|Q1DDM4|2.A.6.1.8	2.A.6.1.8	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|Q1DDM4|2.A.6.1.8	23.7	1.45e-69	249	96.2	MYb71_1_312 # 344796 # 347951 # 1 # ID=1_312;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.569	18	1034	transporter
gnl|TC-DB|Q1DDM4|2.A.6.1.8	2.A.6.1.8	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|Q1DDM4|2.A.6.1.8	23.8	2.53e-66	240	96.5	MYb71_2_1857 # 1961502 # 1964687 # 1 # ID=2_1857;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.595	20	1049	transporter
gnl|TC-DB|Q1DDM4|2.A.6.1.8	2.A.6.1.8	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|Q1DDM4|2.A.6.1.8	23	1.81e-62	228	97.9	MYb71_1_1333 # 1344028 # 1347126 # 1 # ID=1_1333;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	9	1030	transporter
gnl|TC-DB|Q1DDM4|2.A.6.1.8	2.A.6.1.8	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|Q1DDM4|2.A.6.1.8	24.9	6.68e-60	220	89.8	MYb71_2_334 # 331941 # 334949 # 1 # ID=2_334;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.613	31	995	transporter
gnl|TC-DB|Q1DDM4|2.A.6.1.8	2.A.6.1.8	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|Q1DDM4|2.A.6.1.8	23.9	1.58e-59	219	94.1	MYb71_1_999 # 1038803 # 1041958 # 1 # ID=1_999;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	27	1029	transporter
gnl|TC-DB|Q1DDM4|2.A.6.1.8	2.A.6.1.8	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|Q1DDM4|2.A.6.1.8	21.6	1.57e-46	178	97.4	MYb71_1_1953 # 2012734 # 2015829 # -1 # ID=1_1953;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.561	21	1024	transporter
gnl|TC-DB|Q1DDM4|2.A.6.1.8	2.A.6.1.8	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|Q1DDM4|2.A.6.1.8	22.5	3.3e-41	161	95.7	MYb71_2_60 # 60299 # 63406 # -1 # ID=2_60;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527	11	1009	transporter
gnl|TC-DB|Q1DDM3|2.A.6.1.8	2.A.6.1.8	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|Q1DDM3|2.A.6.1.8	23.4	6.09e-09	54.3	77.1	MYb71_1_277 # 305087 # 306214 # 1 # ID=1_277;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.564	39	355	transporter
gnl|TC-DB|P24181|2.A.6.2.1	2.A.6.2.1	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24181|2.A.6.2.1	45.1	1.59e-270	783	99.6	MYb71_1_312 # 344796 # 347951 # 1 # ID=1_312;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.569	1	1026	transporter
gnl|TC-DB|P24181|2.A.6.2.1	2.A.6.2.1	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24181|2.A.6.2.1	41.8	4.96e-257	749	99.5	MYb71_2_1857 # 1961502 # 1964687 # 1 # ID=2_1857;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.595	4	1038	transporter
gnl|TC-DB|P24181|2.A.6.2.1	2.A.6.2.1	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24181|2.A.6.2.1	42.7	2.39e-238	699	94.5	MYb71_2_334 # 331941 # 334949 # 1 # ID=2_334;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.613	2	985	transporter
gnl|TC-DB|P24181|2.A.6.2.1	2.A.6.2.1	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24181|2.A.6.2.1	39.9	1.98e-228	675	99.2	MYb71_1_999 # 1038803 # 1041958 # 1 # ID=1_999;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	6	1029	transporter
gnl|TC-DB|P24181|2.A.6.2.1	2.A.6.2.1	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24181|2.A.6.2.1	31.6	8.21e-149	467	99.5	MYb71_1_1333 # 1344028 # 1347126 # 1 # ID=1_1333;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	4	1006	transporter
gnl|TC-DB|P24181|2.A.6.2.1	2.A.6.2.1	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24181|2.A.6.2.1	28.6	5.46e-105	350	99.2	MYb71_1_278 # 306225 # 309356 # 1 # ID=1_278;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552	17	1016	transporter
gnl|TC-DB|P24181|2.A.6.2.1	2.A.6.2.1	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24181|2.A.6.2.1	23.8	1.41e-46	178	98.1	MYb71_1_1953 # 2012734 # 2015829 # -1 # ID=1_1953;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.561	19	1005	transporter
gnl|TC-DB|P24181|2.A.6.2.1	2.A.6.2.1	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24181|2.A.6.2.1	23.2	1.92e-33	136	97.3	MYb71_2_60 # 60299 # 63406 # -1 # ID=2_60;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527	21	1003	transporter
gnl|TC-DB|P76399|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76399|2.A.6.2.12	31.6	6.69e-138	438	98.1	MYb71_1_278 # 306225 # 309356 # 1 # ID=1_278;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552	15	1016	transporter
gnl|TC-DB|P76398|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76398|2.A.6.2.12	30.2	2.06e-133	427	99.4	MYb71_1_278 # 306225 # 309356 # 1 # ID=1_278;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552	7	1031	transporter
gnl|TC-DB|P76398|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76398|2.A.6.2.12	31.6	3.05e-133	427	97.5	MYb71_2_1857 # 1961502 # 1964687 # 1 # ID=2_1857;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.595	4	1040	transporter
gnl|TC-DB|P76399|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76399|2.A.6.2.12	30.5	8.69e-129	414	98.6	MYb71_2_1857 # 1961502 # 1964687 # 1 # ID=2_1857;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.595	1	1039	transporter
gnl|TC-DB|P76398|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76398|2.A.6.2.12	31.5	1.77e-128	413	96.8	MYb71_1_1333 # 1344028 # 1347126 # 1 # ID=1_1333;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	4	1001	transporter
gnl|TC-DB|P76399|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76399|2.A.6.2.12	29.5	1.4e-126	408	99.4	MYb71_1_312 # 344796 # 347951 # 1 # ID=1_312;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.569	5	1038	transporter
gnl|TC-DB|P76399|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76399|2.A.6.2.12	28.9	1.35e-121	394	98.5	MYb71_1_1333 # 1344028 # 1347126 # 1 # ID=1_1333;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	1	1006	transporter
gnl|TC-DB|P76398|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76398|2.A.6.2.12	29.5	3.78e-119	389	97.3	MYb71_1_312 # 344796 # 347951 # 1 # ID=1_312;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.569	2	1026	transporter
gnl|TC-DB|P76399|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76399|2.A.6.2.12	28.4	9.22e-112	368	99.4	MYb71_1_999 # 1038803 # 1041958 # 1 # ID=1_999;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	6	1047	transporter
gnl|TC-DB|P76398|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76398|2.A.6.2.12	29.7	1.24e-109	362	92.2	MYb71_2_334 # 331941 # 334949 # 1 # ID=2_334;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.613	1	983	transporter
gnl|TC-DB|P76399|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76399|2.A.6.2.12	29.5	4.49e-107	354	93.3	MYb71_2_334 # 331941 # 334949 # 1 # ID=2_334;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.613	2	986	transporter
gnl|TC-DB|P76398|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76398|2.A.6.2.12	27.2	2.06e-100	337	98.8	MYb71_1_999 # 1038803 # 1041958 # 1 # ID=1_999;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	3	1045	transporter
gnl|TC-DB|P76398|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76398|2.A.6.2.12	25.2	5.4e-66	238	96.1	MYb71_1_1953 # 2012734 # 2015829 # -1 # ID=1_1953;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.561	22	1010	transporter
gnl|TC-DB|P76399|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76399|2.A.6.2.12	23.2	2.24e-45	174	95.1	MYb71_1_1953 # 2012734 # 2015829 # -1 # ID=1_1953;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.561	42	1011	transporter
gnl|TC-DB|P76398|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76398|2.A.6.2.12	22	5.12e-44	170	96	MYb71_2_60 # 60299 # 63406 # -1 # ID=2_60;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527	14	1006	transporter
gnl|TC-DB|P76399|2.A.6.2.12	2.A.6.2.12	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P76399|2.A.6.2.12	20.6	9.96e-36	144	97.7	MYb71_2_60 # 60299 # 63406 # -1 # ID=2_60;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527	7	1006	transporter
gnl|TC-DB|P37637|2.A.6.2.13	2.A.6.2.13	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P37637|2.A.6.2.13	44.6	2.2e-271	786	98.7	MYb71_1_312 # 344796 # 347951 # 1 # ID=1_312;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.569	1	1021	transporter
gnl|TC-DB|P37637|2.A.6.2.13	2.A.6.2.13	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P37637|2.A.6.2.13	40.2	8.04e-238	700	99.2	MYb71_2_1857 # 1961502 # 1964687 # 1 # ID=2_1857;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.595	4	1039	transporter
gnl|TC-DB|P37637|2.A.6.2.13	2.A.6.2.13	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P37637|2.A.6.2.13	40.3	4.96e-230	679	99.4	MYb71_1_999 # 1038803 # 1041958 # 1 # ID=1_999;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	6	1035	transporter
gnl|TC-DB|P37637|2.A.6.2.13	2.A.6.2.13	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P37637|2.A.6.2.13	39.7	1.41e-218	648	94.6	MYb71_2_334 # 331941 # 334949 # 1 # ID=2_334;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.613	2	990	transporter
gnl|TC-DB|P37637|2.A.6.2.13	2.A.6.2.13	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P37637|2.A.6.2.13	30.9	2.99e-143	452	98.6	MYb71_1_1333 # 1344028 # 1347126 # 1 # ID=1_1333;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	4	1001	transporter
gnl|TC-DB|P37637|2.A.6.2.13	2.A.6.2.13	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P37637|2.A.6.2.13	28.7	5.78e-105	350	98.2	MYb71_1_278 # 306225 # 309356 # 1 # ID=1_278;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552	17	1009	transporter
gnl|TC-DB|P37637|2.A.6.2.13	2.A.6.2.13	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P37637|2.A.6.2.13	22	5.86e-39	154	98.8	MYb71_1_1953 # 2012734 # 2015829 # -1 # ID=1_1953;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.561	7	1005	transporter
gnl|TC-DB|P37637|2.A.6.2.13	2.A.6.2.13	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P37637|2.A.6.2.13	22.9	3.98e-32	132	96.9	MYb71_2_60 # 60299 # 63406 # -1 # ID=2_60;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527	21	1003	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Zinc	Zn2+	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P24177|2.A.6.2.7	44.5	7.48e-281	810	100	MYb71_1_312 # 344796 # 347951 # 1 # ID=1_312;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.569	1	1035	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P24177|2.A.6.2.7	44.5	7.48e-281	810	100	MYb71_1_312 # 344796 # 347951 # 1 # ID=1_312;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.569	1	1035	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	L-Cysteine	L-Cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P24177|2.A.6.2.7	44.5	7.48e-281	810	100	MYb71_1_312 # 344796 # 347951 # 1 # ID=1_312;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.569	1	1035	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24177|2.A.6.2.7	44.5	7.48e-281	810	100	MYb71_1_312 # 344796 # 347951 # 1 # ID=1_312;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.569	1	1035	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Zinc	Zn2+	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P24177|2.A.6.2.7	41.3	2.18e-259	755	99	MYb71_2_1857 # 1961502 # 1964687 # 1 # ID=2_1857;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.595	4	1038	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P24177|2.A.6.2.7	41.3	2.18e-259	755	99	MYb71_2_1857 # 1961502 # 1964687 # 1 # ID=2_1857;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.595	4	1038	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	L-Cysteine	L-Cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P24177|2.A.6.2.7	41.3	2.18e-259	755	99	MYb71_2_1857 # 1961502 # 1964687 # 1 # ID=2_1857;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.595	4	1038	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24177|2.A.6.2.7	41.3	2.18e-259	755	99	MYb71_2_1857 # 1961502 # 1964687 # 1 # ID=2_1857;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.595	4	1038	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Zinc	Zn2+	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P24177|2.A.6.2.7	41.2	1.32e-238	700	93.7	MYb71_2_334 # 331941 # 334949 # 1 # ID=2_334;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.613	2	982	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P24177|2.A.6.2.7	41.2	1.32e-238	700	93.7	MYb71_2_334 # 331941 # 334949 # 1 # ID=2_334;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.613	2	982	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	L-Cysteine	L-Cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P24177|2.A.6.2.7	41.2	1.32e-238	700	93.7	MYb71_2_334 # 331941 # 334949 # 1 # ID=2_334;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.613	2	982	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24177|2.A.6.2.7	41.2	1.32e-238	700	93.7	MYb71_2_334 # 331941 # 334949 # 1 # ID=2_334;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.613	2	982	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Zinc	Zn2+	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P24177|2.A.6.2.7	38	1.76e-220	655	98.7	MYb71_1_999 # 1038803 # 1041958 # 1 # ID=1_999;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	6	1029	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P24177|2.A.6.2.7	38	1.76e-220	655	98.7	MYb71_1_999 # 1038803 # 1041958 # 1 # ID=1_999;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	6	1029	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	L-Cysteine	L-Cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P24177|2.A.6.2.7	38	1.76e-220	655	98.7	MYb71_1_999 # 1038803 # 1041958 # 1 # ID=1_999;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	6	1029	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24177|2.A.6.2.7	38	1.76e-220	655	98.7	MYb71_1_999 # 1038803 # 1041958 # 1 # ID=1_999;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.574	6	1029	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Zinc	Zn2+	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P24177|2.A.6.2.7	32.8	3e-157	489	99.1	MYb71_1_1333 # 1344028 # 1347126 # 1 # ID=1_1333;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	4	1007	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Copper	Cu2+	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P24177|2.A.6.2.7	32.8	3e-157	489	99.1	MYb71_1_1333 # 1344028 # 1347126 # 1 # ID=1_1333;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	4	1007	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	L-Cysteine	L-Cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P24177|2.A.6.2.7	32.8	3e-157	489	99.1	MYb71_1_1333 # 1344028 # 1347126 # 1 # ID=1_1333;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	4	1007	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Deoxycholate	Deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24177|2.A.6.2.7	32.8	3e-157	489	99.1	MYb71_1_1333 # 1344028 # 1347126 # 1 # ID=1_1333;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	4	1007	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	Zinc	Zn2+	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P24177|2.A.6.2.7	28.6	5e-110	363	98.7	MYb71_1_278 # 306225 # 309356 # 1 # ID=1_278;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552	17	1016	transporter
